pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
12534_ID,chr5,147700765,147719285,ENST00000511717.6_1,SPINK9,protein_coding,0.7506,chr5,147467792,147763432,ENST00000667608.1_3,AC011346.1,lncRNA,0.5806,0.293778641
12535_ID,chr16,28986092,28995869,ENST00000565975.5_1,SPNS1,protein_coding,0.7438,chr16,28352754,29381593,ENST00000675058.1_1,AC009093.11,lncRNA,0.7379,0.546451598
12536_ID,chr4,88896801,88904562,ENST00000614857.4_3,SPP1,protein_coding,1,chr4,88895536,88929629,ENST00000662475.1_3,AC131944.1,lncRNA,0.9826,0.360054012
12537_ID,chr17,43922246,43924433,ENST00000329196.7_2,SPPL2C,protein_coding,0.9972,chr17,43876755,43972996,ENST00000634876.1_3,MAPT-AS1,lncRNA,0.8939,0.18574802
12538_ID,chr12,56862361,56873492,ENST00000338146.7_3,SPRYD4,protein_coding,0.86,chr12,56843483,56881954,ENST00000648304.1_3,AC097104.1,nonsense_mediated_decay,0.9001,0.113491328
12539_ID,chr2,54743184,54767834,ENST00000433475.1_3,SPTBN1-AS1,lncRNA,0.9537,chr2,54683453,54898582,ENST00000615901.4_2,SPTBN1,protein_coding,0.9042,-0.029062471
12540_ID,chr14,34901993,34931446,ENST00000298130.5_4,SPTSSA,protein_coding,0.8365,chr14,34454586,34931980,ENST00000551935.5_3,EGLN3,processed_transcript,0.942,-0.240009957
12541_ID,chr3,9055806,9057663,ENST00000414633.1_1,SRGAP3-AS1,lncRNA,0.9532,chr3,9022274,9291330,ENST00000383836.8_7,SRGAP3,protein_coding,0.7642,0.422926553
12542_ID,chr3,9234218,9236137,ENST00000450920.1_1,SRGAP3-AS2,lncRNA,0.9665,chr3,9022274,9291330,ENST00000383836.8_7,SRGAP3,protein_coding,0.7642,-0.066264915
12543_ID,chr3,9258578,9261192,ENST00000432981.2_1,SRGAP3-AS3,lncRNA,0.9702,chr3,9022274,9291330,ENST00000383836.8_7,SRGAP3,protein_coding,0.7642,0.510213643
12544_ID,chr3,9291425,9299191,ENST00000449023.2_4,SRGAP3-AS4,lncRNA,0.9491,chr3,9166421,9404737,ENST00000490889.2_3,SRGAP3,processed_transcript,0.7532,0.363626465
12545_ID,chr7,87845974,87848541,ENST00000520993.1_1,SRI-AS1,lncRNA,0.9475,chr7,87835752,87856291,ENST00000490437.5_3,SRI,protein_coding,0.8033,-0.174946583
12546_ID,chrX,38008588,38080177,ENST00000432886.6_4,SRPX,protein_coding,0.947,chrX,37208582,38546928,ENST00000465127.1_1,AF241726.1,protein_coding,0.9297,-0.096823746
12547_ID,chr17,74730196,74733415,ENST00000392485.2_3,SRSF2,protein_coding,0.6115,chr17,74729059,74734604,ENST00000587459.1_1,AC005837.2,protein_coding,0.9377,-0.061997086
12548_ID,chr3,42623331,42636606,ENST00000447630.5_2,SS18L2,protein_coding,0.5739,chr3,42589495,42642572,ENST00000417572.5_3,SEC22C,protein_coding,0.9098,-0.464802732
12549_ID,chr1,54702112,54704736,ENST00000361350.5_1,SSBP3-AS1,lncRNA,0.5616,chr1,54691105,54872068,ENST00000610401.4_3,SSBP3,protein_coding,0.902,0.213886734
12550_ID,chr1,155978838,155990742,ENST00000295702.9_4,SSR2,protein_coding,0.8165,chr1,155971743,156002698,ENST00000650235.1_1,AL355388.2,lncRNA,0.8787,-0.004931608
12551_ID,chr17,71161148,71172772,ENST00000357585.4_3,SSTR2,protein_coding,0.7573,chr17,71161115,71192732,ENST00000580671.1_1,AC097641.1,lncRNA,0.7677,0.221864844
12552_ID,chr20,23015948,23019874,ENST00000255008.5_2,SSTR4,protein_coding,0.9266,chr20,23011499,23019878,ENST00000440921.6_3,AL049651.2,lncRNA,0.9588,0.346530442
12553_ID,chr7,124116424,124117009,ENST00000473520.1_2,SSU72P8,protein_coding,0.9642,chr7,123672666,124129626,ENST00000652254.1_2,AC006148.1,lncRNA,0.8987,0.54230751
12554_ID,chr15,80191245,80216044,ENST00000485386.1_3,ST20,protein_coding,0.6777,chr15,80137536,80216086,ENST00000479961.1_6,ST20-MTHFS,protein_coding,0.8549,0.369464369
12555_ID,chr1,44175062,44193014,ENST00000437753.1_3,ST3GAL3-AS1,lncRNA,0.9172,chr1,44115819,44396686,ENST00000645057.1_1,AL451062.2,nonsense_mediated_decay,0.9014,0.308759312
12556_ID,chr1,44175062,44193014,ENST00000437753.1_3,ST3GAL3-AS1,lncRNA,0.9172,chr1,44173203,44396837,ENST00000330208.6_1,ST3GAL3,protein_coding,0.9804,0.421722301
12557_ID,chr2,86116273,86118259,ENST00000665352.1_1,ST3GAL5-AS1,lncRNA,0.9268,chr2,86066310,86132322,ENST00000640418.1_3,ST3GAL5,protein_coding,0.7788,0.128613048
12558_ID,chr2,107439378,107441487,ENST00000446058.1_3,ST6GAL2-IT1,lncRNA,0.8629,chr2,107418055,107503563,ENST00000361686.8_3,ST6GAL2,protein_coding,0.8199,0.802798568
12559_ID,chr9,130647599,130667609,ENST00000622357.5_4,ST6GALNAC6,protein_coding,0.895,chr9,130630128,130668301,ENST00000643029.1_7,AL157935.2,nonsense_mediated_decay,0.8011,0.071212373
12560_ID,chr7,116712480,116785612,ENST00000432541.5_3,ST7-AS2,lncRNA,0.8992,chr7,116593291,116870150,ENST00000393446.6_6,ST7,protein_coding,0.9843,-0.194584897
12561_ID,chr7,116594516,116738860,ENST00000471110.5_1,ST7-OT4,lncRNA,0.8926,chr7,116593291,116870150,ENST00000393446.6_6,ST7,protein_coding,0.9843,0.061144772
12562_ID,chr10,17428934,17487757,ENST00000657045.1_1,ST8SIA6-AS1,lncRNA,0.9517,chr10,17357419,17496594,ENST00000377602.5_4,ST8SIA6,protein_coding,0.9453,0.277489078
12563_ID,chr13,33754537,33855375,ENST00000628131.2_3,STARD13-AS,lncRNA,0.9589,chr13,33701566,33924767,ENST00000567873.1_3,STARD13,protein_coding,0.9262,-0.079643549
12564_ID,chr13,33732723,33738546,ENST00000456087.1_3,STARD13-IT1,lncRNA,0.9108,chr13,33701566,33924767,ENST00000567873.1_3,STARD13,protein_coding,0.9262,0.44793006
12565_ID,chr4,77227178,77232752,ENST00000237642.6_1,STBD1,protein_coding,0.7423,chr4,77161892,77233251,ENST00000670253.1_3,AC034139.1,lncRNA,0.7831,0.653640673
12566_ID,chr7,89783782,89794141,ENST00000297205.7_2,STEAP1,protein_coding,0.8566,chr7,89511666,89840949,ENST00000478318.6_3,STEAP2-AS1,lncRNA,0.9534,-0.02864311
12567_ID,chr17,44076615,44077060,ENST00000537309.1_2,STH,protein_coding,0.9931,chr17,43971919,44105700,ENST00000262410.10_3,MAPT,protein_coding,0.9765,0.370761875
12568_ID,chr4,26861427,26862254,ENST00000667363.1_3,STIM2-AS1,lncRNA,0.9669,chr4,26859222,27025569,ENST00000477474.3_2,STIM2,nonsense_mediated_decay,0.816,-0.333195962
12569_ID,chr3,52870748,52931564,ENST00000355083.11_4,STIMATE,protein_coding,0.6959,chr3,52867165,52931578,ENST00000504329.1_6,STIMATE-MUSTN1,protein_coding,0.9601,0.355360405
12570_ID,chr4,98287835,98413050,ENST00000669093.1_1,STPG2-AS1,lncRNA,1,chr4,98255785,98554962,ENST00000521680.5_3,AC034154.1,lncRNA,0.9735,-0.092871394
12571_ID,chr4,98287835,98413050,ENST00000669093.1_1,STPG2-AS1,lncRNA,1,chr4,98105243,98893505,ENST00000522676.5_6,STPG2,protein_coding,0.9593,0.213650792
12572_ID,chr9,140145712,140147935,ENST00000388931.7_3,STPG3,protein_coding,0.9236,chr9,140144670,140147949,ENST00000612170.1_3,STPG3-AS1,lncRNA,0.9219,0.703997841
12573_ID,chr4,4477847,4483427,ENST00000515487.1_3,STX18-IT1,lncRNA,0.9201,chr4,4417468,4543737,ENST00000505286.5_3,STX18,protein_coding,0.797,0.235697949
12575_ID,chr1,167063311,167098402,ENST00000361200.7_2,STYXL2,protein_coding,0.9907,chr1,167032866,167135716,ENST00000632571.1_3,GPA33,protein_coding,0.989,0.484883847
12576_ID,chr13,48575524,48576688,ENST00000423869.1_1,SUCLA2-AS1,lncRNA,0.7636,chr13,48516823,48612078,ENST00000646804.1_3,SUCLA2,protein_coding,0.9235,0.118017748
12577_ID,chr3,151591430,151602407,ENST00000362032.6_2,SUCNR1,protein_coding,0.9505,chr3,151469230,151645956,ENST00000483843.6_3,AADACL2-AS1,lncRNA,0.96,0.044577844
12578_ID,chr7,40577725,40586527,ENST00000415237.1_3,SUGCT-AS1,lncRNA,0.9708,chr7,40174603,40900362,ENST00000335693.9_2,SUGCT,protein_coding,0.8621,0.187958424
12579_ID,chr16,28615264,28634876,ENST00000395609.6_5,SULT1A1,retained_intron,0.8973,chr16,28352754,29381593,ENST00000675058.1_1,AC009093.11,lncRNA,0.7379,0.218323916
12580_ID,chr16,28603263,28608371,ENST00000335715.9_4,SULT1A2,protein_coding,0.9257,chr16,28352754,29381593,ENST00000675058.1_1,AC009093.11,lncRNA,0.7379,0.1799402
12581_ID,chr16,28603263,28608371,ENST00000335715.9_4,SULT1A2,protein_coding,0.9257,chr16,28548360,28634812,ENST00000679262.1_1,AC020765.6,nonsense_mediated_decay,0.947,0.371898134
12582_ID,chr16,29471233,29476287,ENST00000360423.12_2,SULT1A4,protein_coding,0.963,chr16,29454237,29625038,ENST00000675579.1_1,AC133555.6,lncRNA,0.7381,-0.173657254
12583_ID,chr6,149721397,149722414,ENST00000326669.6_2,SUMO4,protein_coding,0.7084,chr6,149638847,149732743,ENST00000637181.2_2,TAB2,protein_coding,0.5773,0.333756244
12584_ID,chr17,56422607,56429784,ENST00000577396.5_3,SUPT4H1,protein_coding,0.6982,chr17,56414606,56493127,ENST00000583841.1_1,TSPOAP1-AS1,lncRNA,0.8667,-0.292819596
12586_ID,chr22,32979285,32980190,ENST00000428201.1_1,SYN3-AS1,lncRNA,0.8907,chr22,32903806,33454367,ENST00000358763.7_3,SYN3,protein_coding,0.6847,-0.022265329
12587_ID,chr6,152701680,152702699,ENST00000412161.1_1,SYNE1-AS1,lncRNA,NA,chr6,152442818,152958534,ENST00000341594.9_3,SYNE1,protein_coding,NA,NA
12588_ID,chr6,158422138,158423415,ENST00000442328.1_1,SYNJ2-IT1,lncRNA,0.9622,chr6,158402894,158520208,ENST00000355585.9_4,SYNJ2,protein_coding,0.8931,-0.317301353
12589_ID,chr3,63409271,63535727,ENST00000488201.1_3,SYNPR-AS1,lncRNA,0.9362,chr3,63263983,63602600,ENST00000478300.6_3,SYNPR,protein_coding,0.9628,0.176966292
12590_ID,chrX,37865805,37988069,ENST00000297875.7_4,SYTL5,protein_coding,0.8484,chrX,37208582,38546928,ENST00000465127.1_1,AF241726.1,protein_coding,0.9297,0.207429414
12591_ID,chr1,43913446,43914315,ENST00000396885.2_3,SZT2-AS1,lncRNA,0.9083,chr1,43855566,43919918,ENST00000562955.2_3,SZT2,protein_coding,0.9314,0.211129491
12592_ID,chr6,149564434,149578687,ENST00000424421.2_4,TAB2-AS1,lncRNA,0.9591,chr6,149539776,149699665,ENST00000606202.1_3,TAB2,protein_coding,0,NA
12593_ID,chrX,30852739,30853417,ENST00000428263.1_1,TAB3-AS1,lncRNA,0.9748,chrX,30845558,30993201,ENST00000378933.5_5,TAB3,protein_coding,0.7282,-0.117448541
12594_ID,chrX,30872437,30872824,ENST00000445240.1_1,TAB3-AS2,lncRNA,0.9983,chrX,30845558,30993201,ENST00000378933.5_5,TAB3,protein_coding,0.7282,-0.064519684
12595_ID,chr6,159455499,159466184,ENST00000326965.7_4,TAGAP,protein_coding,0.9244,chr6,159420917,159497987,ENST00000646912.1_1,AL035530.2,lncRNA,0.8871,-0.239528196
12596_ID,chr6,32812985,32821755,ENST00000354258.4_3,TAP1,protein_coding,0.8231,chr6,32811912,32827362,ENST00000395330.5_1,PSMB9,protein_coding,0.9153,0.573419736
12597_ID,chr6,32789609,32806516,ENST00000652259.1_3,TAP2,protein_coding,0.9476,chr6,32781543,32806599,ENST00000452392.2_3,AL669918.1,protein_coding,0.8745,0.100337032
12598_ID,chr12,10977915,10978957,ENST00000240619.2_2,TAS2R10,protein_coding,0.8909,chr12,10977558,11035256,ENST00000538332.2_9,PRH1,protein_coding,0.7781,0.451457844
12599_ID,chr12,11060524,11062161,ENST00000390677.2_3,TAS2R13,protein_coding,0.9041,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,-0.030176034
12600_ID,chr12,11060524,11062161,ENST00000390677.2_3,TAS2R13,protein_coding,0.9041,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,0.243462168
12601_ID,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,0.175941548
12602_ID,chr12,11174217,11175219,ENST00000390673.2_3,TAS2R19,protein_coding,0.8918,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,-0.115422647
12603_ID,chr12,11174217,11175219,ENST00000390673.2_3,TAS2R19,protein_coding,0.8918,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,0.230376324
12604_ID,chr12,11174217,11175219,ENST00000390673.2_3,TAS2R19,protein_coding,0.8918,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,0.156019656
12605_ID,chr12,11149093,11150474,ENST00000538986.1_2,TAS2R20,protein_coding,0.5451,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,0.19021916
12606_ID,chr12,11149093,11150474,ENST00000538986.1_2,TAS2R20,protein_coding,0.5451,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,-0.044090837
12607_ID,chr12,11149093,11150474,ENST00000538986.1_2,TAS2R20,protein_coding,0.5451,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,-0.308511408
12608_ID,chr7,141463896,141464997,ENST00000247879.2_2,TAS2R3,protein_coding,0.8773,chr7,141438199,141487722,ENST00000465582.5_2,SSBP1,protein_coding,0.78,0.285318715
12609_ID,chr12,11285556,11287243,ENST00000539585.1_2,TAS2R30,protein_coding,0.8471,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,0.119135859
12610_ID,chr12,11285556,11287243,ENST00000539585.1_2,TAS2R30,protein_coding,0.8471,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,-0.072195951
12611_ID,chr12,11285556,11287243,ENST00000539585.1_2,TAS2R30,protein_coding,0.8471,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,0.139706302
12612_ID,chr12,11182985,11184006,ENST00000390675.2_3,TAS2R31,protein_coding,0.7961,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,0.161432613
12613_ID,chr12,11182985,11184006,ENST00000390675.2_3,TAS2R31,protein_coding,0.7961,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,0.046568767
12614_ID,chr12,11182985,11184006,ENST00000390675.2_3,TAS2R31,protein_coding,0.7961,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,-0.02240564
12615_ID,chr7,141672430,141673573,ENST00000547270.1_3,TAS2R38,protein_coding,0.9517,chr7,141607612,141720880,ENST00000465654.5_1,MGAM,protein_coding,0.9703,0.250007089
12616_ID,chr7,141476473,141481491,ENST00000247881.4_2,TAS2R4,protein_coding,0.6392,chr7,141438199,141487722,ENST00000465582.5_2,SSBP1,protein_coding,0.78,0.22123275
12617_ID,chr7,143174965,143175889,ENST00000408916.1_2,TAS2R41,protein_coding,1,chr7,143104905,143220542,ENST00000429289.5_1,EPHA1-AS1,lncRNA,0.6904,0.226749359
12618_ID,chr12,11243885,11244912,ENST00000531678.1_4,TAS2R43,protein_coding,0.7979,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,0.267733538
12619_ID,chr12,11243885,11244912,ENST00000531678.1_4,TAS2R43,protein_coding,0.7979,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,0.126652958
12620_ID,chr12,11243885,11244912,ENST00000531678.1_4,TAS2R43,protein_coding,0.7979,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,0.00887199
12621_ID,chr12,11213963,11214893,ENST00000533467.1_3,TAS2R46,protein_coding,0.8084,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,-0.149332683
12622_ID,chr12,11213963,11214893,ENST00000533467.1_3,TAS2R46,protein_coding,0.8084,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,-0.154685908
12623_ID,chr12,11213963,11214893,ENST00000533467.1_3,TAS2R46,protein_coding,0.8084,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,-0.194689027
12624_ID,chr12,11138511,11139511,ENST00000506868.1_3,TAS2R50,protein_coding,0.9477,chr12,11090006,11324172,ENST00000381852.4_4,TAS2R14,processed_transcript,0.7607,0.044402761
12625_ID,chr12,11138511,11139511,ENST00000506868.1_3,TAS2R50,protein_coding,0.9477,chr12,10998447,11324197,ENST00000536668.2_4,AC018630.4,nonsense_mediated_decay,0.6972,-0.048423415
12626_ID,chr12,11138511,11139511,ENST00000506868.1_3,TAS2R50,protein_coding,0.9477,chr12,11035185,11324143,ENST00000541977.5_4,PRH1,processed_transcript,0.8854,0.026307312
12627_ID,chr7,143140545,143141502,ENST00000332690.1_2,TAS2R60,protein_coding,0.9681,chr7,143104905,143220542,ENST00000429289.5_1,EPHA1-AS1,lncRNA,0.6904,0.063233451
12628_ID,chr11,67171385,67177560,ENST00000526387.5_1,TBC1D10C,protein_coding,0.9824,chr11,67168325,67188652,ENST00000546202.5_6,PPP1CA,processed_transcript,0.988,0.029520368
12629_ID,chr22,47309987,47311938,ENST00000640274.1_1,TBC1D22A-AS1,lncRNA,0.8853,chr22,47158513,47571342,ENST00000380995.5_1,TBC1D22A,protein_coding,0.7364,-0.138133647
12630_ID,chr17,34493060,34503955,ENST00000611257.4_3,TBC1D3B,protein_coding,0.9851,chr17,34443569,34504867,ENST00000617914.1_1,AC243829.2,lncRNA,0.8768,0.486590303
12631_ID,chr17,34746235,34756991,ENST00000622206.1_3,TBC1D3C,protein_coding,NA,chr17,34745935,34808103,ENST00000330458.7,TBC1D3G,protein_coding,NA,NA
12632_ID,chr17,34746235,34756991,ENST00000622206.1_3,TBC1D3C,protein_coding,0.9264,chr17,34746118,34756993,ENST00000610350.3_3,TBC1D3H,protein_coding,0.9269,0.442924331
12633_ID,chr17,34493119,34503952,ENST00000621587.1_4,TBC1D3E,protein_coding,0.9697,chr17,34443569,34504867,ENST00000617914.1_1,AC243829.2,lncRNA,0.8768,-0.084635978
12634_ID,chr17,34493119,34503952,ENST00000621587.1_4,TBC1D3E,protein_coding,0.9697,chr17,34493060,34503955,ENST00000611257.4_3,TBC1D3B,protein_coding,0.9851,-0.205710631
12635_ID,chr17,34746118,34756993,ENST00000610350.3_3,TBC1D3H,protein_coding,NA,chr17,34745935,34808103,ENST00000330458.7,TBC1D3G,protein_coding,NA,NA
12636_ID,chr2,101768121,101771874,ENST00000610202.2_1,TBC1D8-AS1,lncRNA,0.5155,chr2,101706714,101869328,ENST00000463469.5_3,TBC1D8,processed_transcript,0.9444,0.51513169
12637_ID,chr3,176755192,176765680,ENST00000617758.1_3,TBL1XR1-AS1,lncRNA,0.9375,chr3,176737131,176915270,ENST00000457928.7_4,TBL1XR1,protein_coding,0.8984,0.513519022
12638_ID,chr6,85397429,85419221,ENST00000626169.2_6,TBX18-AS1,lncRNA,0.9061,chr6,85397090,85473171,ENST00000606784.5_4,TBX18,protein_coding,0.8608,0.840479904
12639_ID,chr17,59477203,59486827,ENST00000240328.4_2,TBX2,protein_coding,0.9284,chr17,59470818,59488916,ENST00000592009.1_3,TBX2-AS1,lncRNA,0.9475,0.54256962
12640_ID,chr7,143336322,143344739,ENST00000636941.1_4,TCAF2C,protein_coding,0.9846,chr7,143318044,143422175,ENST00000444908.7_2,TCAF2,protein_coding,0,NA
12641_ID,chrX,102881003,102881420,ENST00000424887.1_3,TCEAL3-AS1,lncRNA,0.8951,chrX,102862898,102884618,ENST00000477014.1_1,TCEAL3,processed_transcript,0.5104,0.494143624
12642_ID,chr10,132893480,132894040,ENST00000436942.1_1,TCERG1L-AS1,lncRNA,0.931,chr10,132890653,133109984,ENST00000368642.4_4,TCERG1L,protein_coding,0.942,0.226374413
12643_ID,chr18,53119763,53150171,ENST00000587660.1_1,TCF4-AS1,lncRNA,0.9597,chr18,52895166,53303258,ENST00000398339.5_3,TCF4,protein_coding,0.9748,0.702193824
12644_ID,chr18,53159405,53163623,ENST00000586467.1_1,TCF4-AS2,lncRNA,0.9644,chr18,52895166,53303258,ENST00000398339.5_3,TCF4,protein_coding,0.9748,-0.079881657
12645_ID,chr2,85413531,85414376,ENST00000433581.1_1,TCF7L1-IT1,lncRNA,0.8787,chr2,85360514,85537510,ENST00000282111.4_2,TCF7L1,protein_coding,0.8926,0.220069386
12646_ID,chr14,96152762,96158965,ENST00000340722.8_2,TCL1B,protein_coding,0.9819,chr14,96129592,96158967,ENST00000553913.2_1,AL133467.3,lncRNA,0.9819,0.144802239
12647_ID,chr21,33870276,33947803,ENST00000673907.1_2,TCP10L,processed_transcript,0.8598,chr21,33774819,33976502,ENST00000673740.1_2,CFAP298-TCP10L,nonsense_mediated_decay,0.7442,0.481174925
12648_ID,chr6,44246470,44265435,ENST00000371505.5_4,TCTE1,protein_coding,0.9804,chr6,44240930,44346694,ENST00000505802.1_3,AL353588.1,nonsense_mediated_decay,0.7519,0.582697104
12649_ID,chr6,44246470,44265435,ENST00000371505.5_4,TCTE1,protein_coding,0.9804,chr6,44238479,44275243,ENST00000438774.2_2,TMEM151B,protein_coding,0.9244,0.440322904
12650_ID,chr17,73975320,73996667,ENST00000397640.6_2,TEN1,protein_coding,0.8483,chr17,73975311,74002079,ENST00000567351.5_4,TEN1-CDK3,retained_intron,0.777,0.666991046
12651_ID,chr4,106092510,106099220,ENST00000515414.1_3,TET2-AS1,lncRNA,0.8569,chr4,106067449,106200973,ENST00000513237.5_1,TET2,protein_coding,0.9723,-0.274315355
12652_ID,chr11,112038094,112043279,ENST00000280358.5_2,TEX12,protein_coding,0.9678,chr11,111957626,112064528,ENST00000525987.5_1,AP002884.2,retained_intron,0.9572,-0.027982684
12653_ID,chr11,112038094,112043279,ENST00000280358.5_2,TEX12,protein_coding,0.9678,chr11,112035919,112043329,ENST00000527589.1_3,AP002884.1,lncRNA,0.7932,0.174081274
12654_ID,chrX,104463610,104465378,ENST00000600991.6_4,TEX13A,protein_coding,0.9895,chrX,103810879,105011822,ENST00000372582.6_2,IL1RAPL2,protein_coding,0.9037,0.327860275
12655_ID,chrX,123380098,123470690,ENST00000635518.1_1,TEX13D,processed_transcript,0.9784,chrX,123094544,123556514,ENST00000469481.1_1,STAG2,processed_transcript,0.9273,-0.00425683
12656_ID,chrX,123380098,123470690,ENST00000635518.1_1,TEX13D,processed_transcript,0.9784,chrX,123361717,123507047,ENST00000635645.1_1,SH2D1A,processed_transcript,0.91,0.20620375
12657_ID,chr2,71213071,71222003,ENST00000272438.9_4,TEX261,protein_coding,0.5467,chr2,71166447,71222466,ENST00000606025.5_5,AC007040.2,protein_coding,0.9281,0.051282051
12658_ID,chr1,47134526,47138923,ENST00000564071.1_3,TEX38,protein_coding,0.964,chr1,47124375,47139539,ENST00000525633.1_3,ATPAF1,processed_transcript,0.9711,0.454592091
12662_ID,chr12,2958211,2966205,ENST00000637658.2_5,TEX52,protein_coding,0.9189,chr12,2921787,2968957,ENST00000644123.1_3,ITFG2,nonsense_mediated_decay,0.8271,0.051040745
12663_ID,chr11,62599790,62600275,ENST00000636508.1_2,TEX54,protein_coding,0.9848,chr11,62599705,62601515,ENST00000535817.1_1,AP001160.1,lncRNA,0.8355,0.496239328
12664_ID,chr6,10409572,10416679,ENST00000420777.1_1,TFAP2A-AS1,lncRNA,0.9785,chr6,10398104,10419871,ENST00000319516.8_4,TFAP2A,protein_coding,0.9982,0.145542786
12665_ID,chr6,10404734,10408161,ENST00000645232.1_1,TFAP2A-AS2,lncRNA,0.8958,chr6,10398104,10419871,ENST00000319516.8_4,TFAP2A,protein_coding,0.9982,0.296293874
12666_ID,chr7,93514707,93520065,ENST00000222543.11_6,TFPI2,protein_coding,0.8259,chr7,93220884,93540387,ENST00000455502.5_1,GNGT1,protein_coding,0.8485,-0.226755381
12667_ID,chr7,93520224,93522913,ENST00000435257.1_1,TFPI2-DT,lncRNA,0.8549,chr7,93220884,93540387,ENST00000455502.5_1,GNGT1,protein_coding,0.8485,-0.039788439
12668_ID,chr2,70694516,70695627,ENST00000441238.1_3,TGFA-IT1,lncRNA,1,chr2,70674415,70780958,ENST00000295400.11_5,TGFA,protein_coding,0.8511,0.327326835
12669_ID,chr1,218615967,218617338,ENST00000625474.1_1,TGFB2-OT1,lncRNA,0.8754,chr1,218518677,218617961,ENST00000366930.9_6,TGFB2,protein_coding,0.9327,0.20163206
12670_ID,chr14,76424458,76449354,ENST00000556674.2_3,TGFB3,protein_coding,0.9369,chr14,76368478,76488974,ENST00000555677.5_1,IFT43,retained_intron,0.8164,0.150190058
12671_ID,chr14,76437266,76437930,ENST00000553732.1_1,TGFB3-AS1,lncRNA,0.6807,chr14,76424458,76449354,ENST00000556674.2_3,TGFB3,protein_coding,0.9369,0.101142211
12672_ID,chr14,76437266,76437930,ENST00000553732.1_1,TGFB3-AS1,lncRNA,0.6807,chr14,76368478,76488974,ENST00000555677.5_1,IFT43,retained_intron,0.8164,0.213003608
12673_ID,chr15,71173680,71184772,ENST00000249861.9_4,THAP10,protein_coding,0.7936,chr15,71145577,71345996,ENST00000544974.6_2,LRRC49,protein_coding,0.9251,0.032510667
12674_ID,chr16,67876222,67878098,ENST00000303596.3_2,THAP11,protein_coding,0.7034,chr16,67862059,67881596,ENST00000562787.6_4,CENPT,protein_coding,1,0.302147848
12675_ID,chr4,83814161,83822113,ENST00000504520.6_3,THAP9-AS1,lncRNA,0.6991,chr4,83800040,83822319,ENST00000503210.5_4,SEC31A,protein_coding,0.9864,-0.031877041
12676_ID,chr12,3592879,3601985,ENST00000673532.1_3,THCAT155,lncRNA,0.9546,chr12,3490514,3702348,ENST00000452611.6_1,PRMT8,protein_coding,0.9506,0.391729446
12677_ID,chr17,45380839,45400979,ENST00000575039.1_3,THCAT158,lncRNA,0.8702,chr17,45331262,45421658,ENST00000560629.1_6,AC068234.1,nonsense_mediated_decay,1,NA
12678_ID,chr10,25305540,25315593,ENST00000376356.5_2,THNSL1,protein_coding,0.7452,chr10,25241278,25450165,ENST00000648191.1_1,AL512598.2,lncRNA,0.8854,0.410897433
12679_ID,chr10,25305540,25315593,ENST00000376356.5_2,THNSL1,protein_coding,0.7452,chr10,25270908,25351208,ENST00000615958.4_3,ENKUR,protein_coding,0.8837,0.018450404
12680_ID,chr5,175399608,175414669,ENST00000658714.1_2,THOC3-AS1,lncRNA,0.9775,chr5,175386885,175461683,ENST00000514861.5_3,THOC3,protein_coding,0.7785,0.460195012
